order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_rate,gross_revenue,discount_amount,net_revenue,total_cost,profit
ITEM-544382,ORD-2026-125145,PROD-1001,2,799.0,350.0,0.15,1598.0,239.7,1358.3,700.0,658.3
ITEM-544383,ORD-2026-125145,PROD-1044,1,1471.08,702.0,0.1,1471.08,147.11,1323.97,702.0,621.97
ITEM-544384,ORD-2026-125146,PROD-1263,3,115.0,35.0,0.05,345.0,17.25,327.75,105.0,222.75
ITEM-544385,ORD-2026-125146,PROD-1013,1,1199.0,520.0,0.0,1199.0,0.0,1199.0,520.0,679.0
ITEM-544386,ORD-2026-125147,PROD-1074,1,190.72,56.25,0.2,190.72,38.14,152.58,56.25,96.33
ITEM-544387,ORD-2026-125148,PROD-1133,1,29.0,9.0,0.15,29.0,4.35,24.65,9.0,15.65
ITEM-544388,ORD-2026-125148,PROD-1492,4,47.84,14.4,0.05,191.36,9.57,181.79,57.6,124.19
ITEM-544389,ORD-2026-125148,PROD-1242,1,204.8,60.0,0.1,204.8,20.48,184.32,60.0,124.32
ITEM-544390,ORD-2026-125149,PROD-1153,1,99.0,38.0,0.3,99.0,29.7,69.3,38.0,31.3
ITEM-544391,ORD-2026-125149,PROD-1280,3,273.0,87.0,0.2,819.0,163.8,655.2,261.0,394.2
ITEM-544392,ORD-2026-125149,PROD-1252,2,50.6,13.5,0.15,101.2,15.18,86.02,27.0,59.02
ITEM-544393,ORD-2026-125149,PROD-1330,2,101.12,27.5,0.0,202.24,0.0,202.24,55.0,147.24
ITEM-544394,ORD-2026-125150,PROD-1119,1,189.0,70.0,0.0,189.0,0.0,189.0,70.0,119.0
ITEM-544395,ORD-2026-125150,PROD-1089,1,329.0,140.0,0.0,329.0,0.0,329.0,140.0,189.0
ITEM-544396,ORD-2026-125150,PROD-1412,1,69.0,21.6,0.1,69.0,6.9,62.1,21.6,40.5
ITEM-544397,ORD-2026-125151,PROD-1167,1,48.0,14.0,0.15,48.0,7.2,40.8,14.0,26.8
ITEM-544398,ORD-2026-125152,PROD-1073,1,149.0,45.0,0.0,149.0,0.0,149.0,45.0,104.0
ITEM-544399,ORD-2026-125152,PROD-1150,1,49.0,16.0,0.2,49.0,9.8,39.2,16.0,23.2
ITEM-544400,ORD-2026-125153,PROD-1542,1,469.0,160.0,0.0,469.0,0.0,469.0,160.0,309.0
ITEM-544401,ORD-2026-125154,PROD-1058,1,446.72,200.0,0.0,446.72,0.0,446.72,200.0,246.72
ITEM-544402,ORD-2026-125155,PROD-1385,2,39.0,12.0,0.1,78.0,7.8,70.2,24.0,46.2
ITEM-544403,ORD-2026-125155,PROD-1302,1,129.0,40.0,0.3,129.0,38.7,90.3,40.0,50.3
ITEM-544404,ORD-2026-125155,PROD-1365,2,429.0,150.0,0.1,858.0,85.8,772.2,300.0,472.2
ITEM-544405,ORD-2026-125155,PROD-1072,1,320.6,123.25,0.0,320.6,0.0,320.6,123.25,197.35
ITEM-544406,ORD-2026-125155,PROD-1055,1,549.0,260.0,0.0,549.0,0.0,549.0,260.0,289.0
ITEM-544407,ORD-2026-125156,PROD-1041,1,1599.0,780.0,0.15,1599.0,239.85,1359.15,780.0,579.15
ITEM-544408,ORD-2026-125157,PROD-1513,1,299.0,110.0,0.05,299.0,14.95,284.05,110.0,174.05
ITEM-544409,ORD-2026-125157,PROD-1065,1,229.0,85.0,0.0,229.0,0.0,229.0,85.0,144.0
ITEM-544410,ORD-2026-125158,PROD-1350,1,449.0,160.0,0.0,449.0,0.0,449.0,160.0,289.0
ITEM-544411,ORD-2026-125159,PROD-1116,1,173.88,63.0,0.0,173.88,0.0,173.88,63.0,110.88
ITEM-544412,ORD-2026-125159,PROD-1244,1,147.2,43.2,0.0,147.2,0.0,147.2,43.2,104.0
ITEM-544413,ORD-2026-125159,PROD-1136,1,40.6,13.05,0.1,40.6,4.06,36.54,13.05,23.49
ITEM-544414,ORD-2026-125160,PROD-1471,1,69.0,20.0,0.05,69.0,3.45,65.55,20.0,45.55
ITEM-544415,ORD-2026-125160,PROD-1423,2,32.0,8.0,0.05,64.0,3.2,60.8,16.0,44.8
ITEM-544416,ORD-2026-125160,PROD-1281,1,42.0,12.0,0.15,42.0,6.3,35.7,12.0,23.7
ITEM-544417,ORD-2026-125161,PROD-1524,2,38.64,10.8,0.0,77.28,0.0,77.28,21.6,55.68
ITEM-544418,ORD-2026-125161,PROD-1024,1,278.6,137.75,0.0,278.6,0.0,278.6,137.75,140.85
ITEM-544419,ORD-2026-125162,PROD-1060,1,321.08,144.0,0.15,321.08,48.16,272.92,144.0,128.92
ITEM-544420,ORD-2026-125163,PROD-1163,1,56.64,16.1,0.15,56.64,8.5,48.14,16.1,32.04
ITEM-544421,ORD-2026-125164,PROD-1473,1,24.0,7.0,0.15,24.0,3.6,20.4,7.0,13.4
ITEM-544422,ORD-2026-125165,PROD-1135,1,29.0,9.0,0.0,29.0,0.0,29.0,9.0,20.0
ITEM-544423,ORD-2026-125166,PROD-1510,1,35.0,10.0,0.0,35.0,0.0,35.0,10.0,25.0
ITEM-544424,ORD-2026-125167,PROD-1117,4,189.0,70.0,0.2,756.0,151.2,604.8,280.0,324.8
ITEM-544425,ORD-2026-125167,PROD-1546,3,229.12,68.75,0.0,687.36,0.0,687.36,206.25,481.11
ITEM-544426,ORD-2026-125167,PROD-1129,1,29.0,9.0,0.0,29.0,0.0,29.0,9.0,20.0
ITEM-544427,ORD-2026-125168,PROD-1235,1,165.2,48.3,0.0,165.2,0.0,165.2,48.3,116.9
ITEM-544428,ORD-2026-125168,PROD-1272,1,95.2,23.2,0.0,95.2,0.0,95.2,23.2,72.0
ITEM-544429,ORD-2026-125169,PROD-1261,1,115.0,35.0,0.0,115.0,0.0,115.0,35.0,80.0
ITEM-544430,ORD-2026-125170,PROD-1047,4,1599.0,780.0,0.0,6396.0,0.0,6396.0,3120.0,3276.0
ITEM-544431,ORD-2026-125171,PROD-1441,1,22.0,6.0,0.2,22.0,4.4,17.6,6.0,11.6
ITEM-544432,ORD-2026-125171,PROD-1548,1,164.68,49.5,0.1,164.68,16.47,148.21,49.5,98.71
ITEM-544433,ORD-2026-125172,PROD-1017,1,199.0,95.0,0.1,199.0,19.9,179.1,95.0,84.1
ITEM-544434,ORD-2026-125173,PROD-1086,2,79.0,28.0,0.0,158.0,0.0,158.0,56.0,102.0
ITEM-544435,ORD-2026-125173,PROD-1323,1,470.82,161.0,0.15,470.82,70.62,400.2,161.0,239.2
ITEM-544436,ORD-2026-125173,PROD-1363,2,506.22,172.5,0.0,1012.44,0.0,1012.44,345.0,667.44
ITEM-544437,ORD-2026-125174,PROD-1513,1,299.0,110.0,0.05,299.0,14.95,284.05,110.0,174.05
ITEM-544438,ORD-2026-125175,PROD-1277,1,195.0,60.0,0.0,195.0,0.0,195.0,60.0,135.0
ITEM-544439,ORD-2026-125175,PROD-1286,3,42.0,12.0,0.0,126.0,0.0,126.0,36.0,90.0
ITEM-544440,ORD-2026-125175,PROD-1251,1,64.9,17.25,0.15,64.9,9.74,55.16,17.25,37.91
ITEM-544441,ORD-2026-125175,PROD-1396,1,91.08,30.6,0.0,91.08,0.0,91.08,30.6,60.48
ITEM-544442,ORD-2026-125176,PROD-1235,1,165.2,48.3,0.0,165.2,0.0,165.2,48.3,116.9
ITEM-544443,ORD-2026-125177,PROD-1168,5,67.2,20.3,0.0,336.0,0.0,336.0,101.5,234.5
ITEM-544444,ORD-2026-125177,PROD-1037,1,899.0,420.0,0.05,899.0,44.95,854.05,420.0,434.05
ITEM-544445,ORD-2026-125177,PROD-1357,1,259.0,85.0,0.1,259.0,25.9,233.1,85.0,148.1
ITEM-544446,ORD-2026-125177,PROD-1440,2,36.4,10.15,0.2,72.8,14.56,58.24,20.3,37.94
ITEM-544447,ORD-2026-125178,PROD-1063,3,349.0,160.0,0.0,1047.0,0.0,1047.0,480.0,567.0
ITEM-544448,ORD-2026-125179,PROD-1188,1,137.08,40.5,0.0,137.08,0.0,137.08,40.5,96.58
ITEM-544449,ORD-2026-125180,PROD-1296,1,404.6,137.75,0.0,404.6,0.0,404.6,137.75,266.85
ITEM-544450,ORD-2026-125181,PROD-1234,1,179.2,52.5,0.0,179.2,0.0,179.2,52.5,126.7
ITEM-544451,ORD-2026-125182,PROD-1309,1,89.0,25.0,0.0,89.0,0.0,89.0,25.0,64.0
ITEM-544452,ORD-2026-125183,PROD-1347,1,529.82,184.0,0.1,529.82,52.98,476.84,184.0,292.84
ITEM-544453,ORD-2026-125184,PROD-1472,1,96.6,29.0,0.1,96.6,9.66,86.94,29.0,57.94
ITEM-544454,ORD-2026-125184,PROD-1011,1,1414.82,598.0,0.15,1414.82,212.22,1202.6,598.0,604.6
ITEM-544455,ORD-2026-125185,PROD-1320,1,166.6,55.1,0.1,166.6,16.66,149.94,55.1,94.84
ITEM-544456,ORD-2026-125185,PROD-1021,1,199.0,95.0,0.1,199.0,19.9,179.1,95.0,84.1
ITEM-544457,ORD-2026-125186,PROD-1499,1,140.42,40.25,0.0,140.42,0.0,140.42,40.25,100.17
ITEM-544458,ORD-2026-125187,PROD-1028,5,1287.08,612.0,0.0,6435.4,0.0,6435.4,3060.0,3375.4
ITEM-544459,ORD-2026-125187,PROD-1238,1,140.0,42.0,0.0,140.0,0.0,140.0,42.0,98.0
ITEM-544460,ORD-2026-125187,PROD-1520,1,418.6,159.5,0.0,418.6,0.0,418.6,159.5,259.1
ITEM-544461,ORD-2026-125188,PROD-1350,3,449.0,160.0,0.0,1347.0,0.0,1347.0,480.0,867.0
ITEM-544462,ORD-2026-125188,PROD-1036,1,827.08,378.0,0.05,827.08,41.35,785.73,378.0,407.73
ITEM-544463,ORD-2026-125189,PROD-1449,1,89.0,28.0,0.0,89.0,0.0,89.0,28.0,61.0
ITEM-544464,ORD-2026-125189,PROD-1469,1,69.0,20.0,0.05,69.0,3.45,65.55,20.0,45.55
ITEM-544465,ORD-2026-125190,PROD-1280,2,273.0,87.0,0.05,546.0,27.3,518.7,174.0,344.7
ITEM-544466,ORD-2026-125190,PROD-1323,4,470.82,161.0,0.15,1883.28,282.49,1600.79,644.0,956.79
ITEM-544467,ORD-2026-125191,PROD-1299,1,152.22,46.0,0.2,152.22,30.44,121.78,46.0,75.78
ITEM-544468,ORD-2026-125191,PROD-1532,1,18.4,4.5,0.2,18.4,3.68,14.72,4.5,10.22
ITEM-544469,ORD-2026-125191,PROD-1079,2,149.0,45.0,0.2,298.0,59.6,238.4,90.0,148.4
ITEM-544470,ORD-2026-125191,PROD-1241,1,160.0,48.0,0.05,160.0,8.0,152.0,48.0,104.0
ITEM-544471,ORD-2026-125192,PROD-1453,1,89.0,28.0,0.05,89.0,4.45,84.55,28.0,56.55
ITEM-544472,ORD-2026-125192,PROD-1110,1,119.0,40.0,0.15,119.0,17.85,101.15,40.0,61.15
ITEM-544473,ORD-2026-125193,PROD-1534,1,20.0,5.0,0.25,20.0,5.0,15.0,5.0,10.0
ITEM-544474,ORD-2026-125194,PROD-1547,1,211.22,63.25,0.2,211.22,42.24,168.98,63.25,105.73
ITEM-544475,ORD-2026-125194,PROD-1140,1,41.4,12.6,0.0,41.4,0.0,41.4,12.6,28.8
ITEM-544476,ORD-2026-125194,PROD-1395,1,116.82,39.1,0.0,116.82,0.0,116.82,39.1,77.72
ITEM-544477,ORD-2026-125195,PROD-1060,2,321.08,144.0,0.0,642.16,0.0,642.16,288.0,354.16
ITEM-544478,ORD-2026-125196,PROD-1515,1,352.82,126.5,0.0,352.82,0.0,352.82,126.5,226.32
ITEM-544479,ORD-2026-125196,PROD-1267,1,80.24,18.4,0.0,80.24,0.0,80.24,18.4,61.84
ITEM-544480,ORD-2026-125197,PROD-1208,1,75.6,17.4,0.1,75.6,7.56,68.04,17.4,50.64
ITEM-544481,ORD-2026-125198,PROD-1148,1,45.08,14.4,0.1,45.08,4.51,40.57,14.4,26.17
ITEM-544482,ORD-2026-125199,PROD-1408,1,35.0,11.6,0.15,35.0,5.25,29.75,11.6,18.15
ITEM-544483,ORD-2026-125200,PROD-1456,1,124.6,40.6,0.05,124.6,6.23,118.37,40.6,77.77
ITEM-544484,ORD-2026-125201,PROD-1477,1,24.0,7.0,0.15,24.0,3.6,20.4,7.0,13.4
ITEM-544485,ORD-2026-125201,PROD-1231,1,120.0,32.0,0.0,120.0,0.0,120.0,32.0,88.0
ITEM-544486,ORD-2026-125202,PROD-1065,1,229.0,85.0,0.15,229.0,34.35,194.65,85.0,109.65
ITEM-544487,ORD-2026-125203,PROD-1051,1,647.82,299.0,0.1,647.82,64.78,583.04,299.0,284.04
ITEM-544488,ORD-2026-125204,PROD-1154,1,126.72,47.5,0.15,126.72,19.01,107.71,47.5,60.21
ITEM-544489,ORD-2026-125204,PROD-1200,2,124.6,31.9,0.0,249.2,0.0,249.2,63.8,185.4
ITEM-544490,ORD-2026-125205,PROD-1322,1,510.72,175.0,0.05,510.72,25.54,485.18,175.0,310.18
ITEM-544491,ORD-2026-125205,PROD-1419,1,37.76,9.2,0.05,37.76,1.89,35.87,9.2,26.67
ITEM-544492,ORD-2026-125206,PROD-1387,1,46.02,13.8,0.05,46.02,2.3,43.72,13.8,29.92
ITEM-544493,ORD-2026-125206,PROD-1145,2,49.0,16.0,0.05,98.0,4.9,93.1,32.0,61.1
ITEM-544494,ORD-2026-125206,PROD-1295,2,289.0,95.0,0.25,578.0,144.5,433.5,190.0,243.5
ITEM-544495,ORD-2026-125207,PROD-1457,2,29.0,9.0,0.05,58.0,2.9,55.1,18.0,37.1
ITEM-544496,ORD-2026-125208,PROD-1066,1,293.12,106.25,0.1,293.12,29.31,263.81,106.25,157.56
ITEM-544497,ORD-2026-125209,PROD-1283,1,49.56,13.8,0.15,49.56,7.43,42.13,13.8,28.33
ITEM-544498,ORD-2026-125210,PROD-1436,1,23.92,6.3,0.0,23.92,0.0,23.92,6.3,17.62
ITEM-544499,ORD-2026-125210,PROD-1233,1,140.0,42.0,0.2,140.0,28.0,112.0,42.0,70.0
ITEM-544500,ORD-2026-125210,PROD-1255,1,55.0,15.0,0.2,55.0,11.0,44.0,15.0,29.0
ITEM-544501,ORD-2026-125211,PROD-1539,1,553.42,184.0,0.0,553.42,0.0,553.42,184.0,369.42
ITEM-544502,ORD-2026-125211,PROD-1003,1,942.82,402.5,0.0,942.82,0.0,942.82,402.5,540.32
ITEM-544503,ORD-2026-125212,PROD-1193,1,89.0,22.0,0.1,89.0,8.9,80.1,22.0,58.1
ITEM-544504,ORD-2026-125212,PROD-1275,1,230.1,69.0,0.1,230.1,23.01,207.09,69.0,138.09
ITEM-544505,ORD-2026-125213,PROD-1204,2,49.68,10.8,0.05,99.36,4.97,94.39,21.6,72.79
ITEM-544506,ORD-2026-125214,PROD-1026,3,1790.72,850.0,0.0,5372.16,0.0,5372.16,2550.0,2822.16
ITEM-544507,ORD-2026-125215,PROD-1259,2,135.7,40.25,0.0,271.4,0.0,271.4,80.5,190.9
ITEM-544508,ORD-2026-125215,PROD-1275,1,230.1,69.0,0.3,230.1,69.03,161.07,69.0,92.07
ITEM-544509,ORD-2026-125216,PROD-1032,1,1958.6,986.0,0.0,1958.6,0.0,1958.6,986.0,972.6
ITEM-544510,ORD-2026-125217,PROD-1260,1,105.8,31.5,0.25,105.8,26.45,79.35,31.5,47.85
ITEM-544511,ORD-2026-125218,PROD-1533,1,20.0,5.0,0.05,20.0,1.0,19.0,5.0,14.0
ITEM-544512,ORD-2026-125219,PROD-1212,1,124.2,32.4,0.15,124.2,18.63,105.57,32.4,73.17
ITEM-544513,ORD-2026-125219,PROD-1283,2,49.56,13.8,0.25,99.12,24.78,74.34,27.6,46.74
ITEM-544514,ORD-2026-125219,PROD-1537,1,469.0,160.0,0.15,469.0,70.35,398.65,160.0,238.65
ITEM-544515,ORD-2026-125220,PROD-1003,2,942.82,402.5,0.15,1885.64,282.85,1602.79,805.0,797.79
ITEM-544516,ORD-2026-125221,PROD-1024,2,278.6,137.75,0.1,557.2,55.72,501.48,275.5,225.98
ITEM-544517,ORD-2026-125222,PROD-1182,1,85.0,24.0,0.15,85.0,12.75,72.25,24.0,48.25
ITEM-544518,ORD-2026-125222,PROD-1086,1,79.0,28.0,0.0,79.0,0.0,79.0,28.0,51.0
ITEM-544519,ORD-2026-125223,PROD-1197,1,89.0,22.0,0.0,89.0,0.0,89.0,22.0,67.0
ITEM-544520,ORD-2026-125224,PROD-1379,1,112.1,32.2,0.1,112.1,11.21,100.89,32.2,68.69
ITEM-544521,ORD-2026-125225,PROD-1200,1,124.6,31.9,0.15,124.6,18.69,105.91,31.9,74.01
ITEM-544522,ORD-2026-125225,PROD-1228,1,110.4,28.8,0.1,110.4,11.04,99.36,28.8,70.56
ITEM-544523,ORD-2026-125226,PROD-1043,1,1886.82,897.0,0.2,1886.82,377.36,1509.46,897.0,612.46
ITEM-544524,ORD-2026-125227,PROD-1518,1,299.0,110.0,0.0,299.0,0.0,299.0,110.0,189.0
ITEM-544525,ORD-2026-125228,PROD-1408,1,35.0,11.6,0.0,35.0,0.0,35.0,11.6,23.4
ITEM-544526,ORD-2026-125228,PROD-1243,1,188.8,55.2,0.0,188.8,0.0,188.8,55.2,133.6
ITEM-544527,ORD-2026-125229,PROD-1069,1,229.0,85.0,0.0,229.0,0.0,229.0,85.0,144.0
ITEM-544528,ORD-2026-125229,PROD-1089,1,329.0,140.0,0.05,329.0,16.45,312.55,140.0,172.55
ITEM-544529,ORD-2026-125230,PROD-1225,1,120.0,32.0,0.0,120.0,0.0,120.0,32.0,88.0
ITEM-544530,ORD-2026-125230,PROD-1039,2,899.0,420.0,0.1,1798.0,179.8,1618.2,840.0,778.2
ITEM-544531,ORD-2026-125230,PROD-1443,5,25.96,6.9,0.05,129.8,6.49,123.31,34.5,88.81
ITEM-544532,ORD-2026-125230,PROD-1103,1,179.0,65.0,0.3,179.0,53.7,125.3,65.0,60.3
ITEM-544533,ORD-2026-125231,PROD-1296,1,404.6,137.75,0.0,404.6,0.0,404.6,137.75,266.85
ITEM-544534,ORD-2026-125232,PROD-1192,1,208.6,65.25,0.0,208.6,0.0,208.6,65.25,143.35
ITEM-544535,ORD-2026-125232,PROD-1203,1,63.72,13.8,0.3,63.72,19.12,44.6,13.8,30.8
ITEM-544536,ORD-2026-125233,PROD-1147,2,57.82,18.4,0.0,115.64,0.0,115.64,36.8,78.84
ITEM-544537,ORD-2026-125234,PROD-1227,1,141.6,36.8,0.0,141.6,0.0,141.6,36.8,104.8
ITEM-544538,ORD-2026-125235,PROD-1247,2,160.0,48.0,0.0,320.0,0.0,320.0,96.0,224.0
ITEM-544539,ORD-2026-125236,PROD-1264,1,161.0,50.75,0.25,161.0,40.25,120.75,50.75,70.0
ITEM-544540,ORD-2026-125237,PROD-1537,2,469.0,160.0,0.05,938.0,46.9,891.1,320.0,571.1
ITEM-544541,ORD-2026-125238,PROD-1472,1,96.6,29.0,0.15,96.6,14.49,82.11,29.0,53.11
ITEM-544542,ORD-2026-125238,PROD-1232,1,168.0,46.4,0.05,168.0,8.4,159.6,46.4,113.2
ITEM-544543,ORD-2026-125238,PROD-1221,1,129.0,38.0,0.0,129.0,0.0,129.0,38.0,91.0
ITEM-544544,ORD-2026-125238,PROD-1084,1,72.68,25.2,0.05,72.68,3.63,69.05,25.2,43.85
ITEM-544545,ORD-2026-125238,PROD-1439,4,26.0,7.0,0.1,104.0,10.4,93.6,28.0,65.6
ITEM-544546,ORD-2026-125239,PROD-1011,1,1414.82,598.0,0.3,1414.82,424.45,990.37,598.0,392.37
ITEM-544547,ORD-2026-125240,PROD-1066,5,293.12,106.25,0.1,1465.6,146.56,1319.04,531.25,787.79
ITEM-544548,ORD-2026-125240,PROD-1197,5,89.0,22.0,0.15,445.0,66.75,378.25,110.0,268.25
ITEM-544549,ORD-2026-125240,PROD-1134,5,29.0,9.0,0.05,145.0,7.25,137.75,45.0,92.75
ITEM-544550,ORD-2026-125241,PROD-1549,1,179.0,55.0,0.0,179.0,0.0,179.0,55.0,124.0
ITEM-544551,ORD-2026-125242,PROD-1332,1,72.68,19.8,0.25,72.68,18.17,54.51,19.8,34.71
ITEM-544552,ORD-2026-125242,PROD-1256,1,77.0,21.75,0.0,77.0,0.0,77.0,21.75,55.25
ITEM-544553,ORD-2026-125243,PROD-1280,1,273.0,87.0,0.1,273.0,27.3,245.7,87.0,158.7
ITEM-544554,ORD-2026-125243,PROD-1377,5,95.0,28.0,0.0,475.0,0.0,475.0,140.0,335.0
ITEM-544555,ORD-2026-125244,PROD-1167,1,48.0,14.0,0.0,48.0,0.0,48.0,14.0,34.0
ITEM-544556,ORD-2026-125245,PROD-1491,1,61.36,18.4,0.05,61.36,3.07,58.29,18.4,39.89
ITEM-544557,ORD-2026-125246,PROD-1306,1,113.92,31.25,0.2,113.92,22.78,91.14,31.25,59.89
ITEM-544558,ORD-2026-125247,PROD-1396,1,91.08,30.6,0.15,91.08,13.66,77.42,30.6,46.82
ITEM-544559,ORD-2026-125248,PROD-1431,1,48.0,12.0,0.05,48.0,2.4,45.6,12.0,33.6
ITEM-544560,ORD-2026-125248,PROD-1240,1,196.0,60.9,0.0,196.0,0.0,196.0,60.9,135.1
ITEM-544561,ORD-2026-125249,PROD-1493,1,52.0,16.0,0.1,52.0,5.2,46.8,16.0,30.8
ITEM-544562,ORD-2026-125250,PROD-1377,1,95.0,28.0,0.2,95.0,19.0,76.0,28.0,48.0
ITEM-544563,ORD-2026-125250,PROD-1067,2,270.22,97.75,0.0,540.44,0.0,540.44,195.5,344.94
ITEM-544564,ORD-2026-125251,PROD-1281,1,42.0,12.0,0.3,42.0,12.6,29.4,12.0,17.4
ITEM-544565,ORD-2026-125252,PROD-1358,2,259.0,85.0,0.1,518.0,51.8,466.2,170.0,296.2
ITEM-544566,ORD-2026-125252,PROD-1427,1,56.64,13.8,0.15,56.64,8.5,48.14,13.8,34.34
ITEM-544567,ORD-2026-125253,PROD-1203,1,63.72,13.8,0.15,63.72,9.56,54.16,13.8,40.36
ITEM-544568,ORD-2026-125253,PROD-1259,1,135.7,40.25,0.0,135.7,0.0,135.7,40.25,95.45
ITEM-544569,ORD-2026-125253,PROD-1344,1,194.6,65.25,0.2,194.6,38.92,155.68,65.25,90.43
ITEM-544570,ORD-2026-125254,PROD-1526,3,42.0,12.0,0.15,126.0,18.9,107.1,36.0,71.1
ITEM-544571,ORD-2026-125255,PROD-1492,2,47.84,14.4,0.0,95.68,0.0,95.68,28.8,66.88
ITEM-544572,ORD-2026-125255,PROD-1370,1,126.72,40.0,0.0,126.72,0.0,126.72,40.0,86.72
ITEM-544573,ORD-2026-125256,PROD-1513,1,299.0,110.0,0.05,299.0,14.95,284.05,110.0,174.05
ITEM-544574,ORD-2026-125256,PROD-1108,1,109.48,36.0,0.2,109.48,21.9,87.58,36.0,51.58
ITEM-544575,ORD-2026-125257,PROD-1351,1,449.0,160.0,0.0,449.0,0.0,449.0,160.0,289.0
ITEM-544576,ORD-2026-125257,PROD-1271,2,68.0,16.0,0.0,136.0,0.0,136.0,32.0,104.0
ITEM-544577,ORD-2026-125258,PROD-1074,3,190.72,56.25,0.0,572.16,0.0,572.16,168.75,403.41
ITEM-544578,ORD-2026-125258,PROD-1319,1,119.0,38.0,0.2,119.0,23.8,95.2,38.0,57.2
ITEM-544579,ORD-2026-125259,PROD-1147,1,57.82,18.4,0.0,57.82,0.0,57.82,18.4,39.42
ITEM-544580,ORD-2026-125259,PROD-1257,1,115.0,35.0,0.0,115.0,0.0,115.0,35.0,80.0
ITEM-544581,ORD-2026-125260,PROD-1534,3,20.0,5.0,0.0,60.0,0.0,60.0,15.0,45.0
ITEM-544582,ORD-2026-125261,PROD-1347,3,529.82,184.0,0.2,1589.46,317.89,1271.57,552.0,719.57
ITEM-544583,ORD-2026-125262,PROD-1160,1,138.6,55.1,0.1,138.6,13.86,124.74,55.1,69.64
ITEM-544584,ORD-2026-125262,PROD-1091,2,388.22,161.0,0.25,776.44,194.11,582.33,322.0,260.33
ITEM-544585,ORD-2026-125263,PROD-1212,2,124.2,32.4,0.0,248.4,0.0,248.4,64.8,183.6
ITEM-544586,ORD-2026-125263,PROD-1463,1,29.0,9.0,0.15,29.0,4.35,24.65,9.0,15.65
ITEM-544587,ORD-2026-125263,PROD-1464,1,40.6,13.05,0.0,40.6,0.0,40.6,13.05,27.55
ITEM-544588,ORD-2026-125264,PROD-1197,2,89.0,22.0,0.0,178.0,0.0,178.0,44.0,134.0
ITEM-544589,ORD-2026-125264,PROD-1503,1,119.0,35.0,0.0,119.0,0.0,119.0,35.0,84.0
ITEM-544590,ORD-2026-125264,PROD-1019,2,234.82,109.25,0.1,469.64,46.96,422.68,218.5,204.18
ITEM-544591,ORD-2026-125264,PROD-1169,1,65.0,18.0,0.0,65.0,0.0,65.0,18.0,47.0
ITEM-544592,ORD-2026-125265,PROD-1112,2,166.6,58.0,0.1,333.2,33.32,299.88,116.0,183.88
ITEM-544593,ORD-2026-125265,PROD-1520,1,418.6,159.5,0.0,418.6,0.0,418.6,159.5,259.1
ITEM-544594,ORD-2026-125265,PROD-1491,1,61.36,18.4,0.0,61.36,0.0,61.36,18.4,42.96
ITEM-544595,ORD-2026-125266,PROD-1061,1,349.0,160.0,0.1,349.0,34.9,314.1,160.0,154.1
ITEM-544596,ORD-2026-125267,PROD-1224,5,180.6,55.1,0.2,903.0,180.6,722.4,275.5,446.9
ITEM-544597,ORD-2026-125267,PROD-1434,1,33.28,8.75,0.0,33.28,0.0,33.28,8.75,24.53
ITEM-544598,ORD-2026-125268,PROD-1196,3,81.88,19.8,0.0,245.64,0.0,245.64,59.4,186.24
ITEM-544599,ORD-2026-125269,PROD-1203,3,63.72,13.8,0.0,191.16,0.0,191.16,41.4,149.76
ITEM-544600,ORD-2026-125270,PROD-1432,1,67.2,17.4,0.2,67.2,13.44,53.76,17.4,36.36
ITEM-544601,ORD-2026-125271,PROD-1330,1,101.12,27.5,0.0,101.12,0.0,101.12,27.5,73.62
ITEM-544602,ORD-2026-125271,PROD-1238,1,140.0,42.0,0.05,140.0,7.0,133.0,42.0,91.0
ITEM-544603,ORD-2026-125272,PROD-1503,1,119.0,35.0,0.25,119.0,29.75,89.25,35.0,54.25
ITEM-544604,ORD-2026-125273,PROD-1491,3,61.36,18.4,0.2,184.08,36.82,147.26,55.2,92.06
ITEM-544605,ORD-2026-125273,PROD-1335,2,79.0,22.0,0.0,158.0,0.0,158.0,44.0,114.0
ITEM-544606,ORD-2026-125273,PROD-1517,1,299.0,110.0,0.05,299.0,14.95,284.05,110.0,174.05
ITEM-544607,ORD-2026-125274,PROD-1399,1,99.0,34.0,0.15,99.0,14.85,84.15,34.0,50.15
ITEM-544608,ORD-2026-125274,PROD-1543,1,469.0,160.0,0.1,469.0,46.9,422.1,160.0,262.1
ITEM-544609,ORD-2026-125275,PROD-1202,2,69.12,15.0,0.25,138.24,34.56,103.68,30.0,73.68
ITEM-544610,ORD-2026-125276,PROD-1086,1,79.0,28.0,0.15,79.0,11.85,67.15,28.0,39.15
ITEM-544611,ORD-2026-125276,PROD-1148,1,45.08,14.4,0.1,45.08,4.51,40.57,14.4,26.17
ITEM-544612,ORD-2026-125277,PROD-1516,1,275.08,99.0,0.0,275.08,0.0,275.08,99.0,176.08
ITEM-544613,ORD-2026-125278,PROD-1469,1,69.0,20.0,0.0,69.0,0.0,69.0,20.0,49.0
ITEM-544614,ORD-2026-125278,PROD-1013,2,1199.0,520.0,0.25,2398.0,599.5,1798.5,1040.0,758.5
ITEM-544615,ORD-2026-125278,PROD-1529,1,20.0,5.0,0.2,20.0,4.0,16.0,5.0,11.0
ITEM-544616,ORD-2026-125279,PROD-1307,1,105.02,28.75,0.0,105.02,0.0,105.02,28.75,76.27
